SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE http://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
MLS Listing,,Condo/Co-op,545 Ashbury St #2,San Francisco,CA,94117,849000,1,1.0,San Francisco,,2500,1900,18,,338,Active,,,http://www.redfin.com/CA/San-Francisco/545-Ashbury-St-94117/unit-2/home/114072474,San Francisco MLS,421523837,N,Y,37.7702626,-122.4472325
MLS Listing,,Single Family Residential,336 Bradford St,San Francisco,CA,94110,1140000,3,2.0,San Francisco,1450,1572,1927,28,786,,Active,,,http://www.redfin.com/CA/San-Francisco/336-Bradford-St-94110/home/966133,San Francisco MLS,421521361,N,Y,37.7375892,-122.40986
MLS Listing,,Condo/Co-op,5800 3Rd St #1211,San Francisco,CA,94124,680000,1,1.0,Portola District,817,,2010,28,832,432,Active,,,http://www.redfin.com/CA/San-Francisco/5800-3rd-St-94124/unit-1211/home/40625857,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40938478,N,Y,37.7250528,-122.3951255
MLS Listing,,Condo/Co-op,855 Folsom St #510,San Francisco,CA,94107,975000,1,1.5,San Francisco,1030,55687,2001,31,947,722,Active,,,http://www.redfin.com/CA/San-Francisco/855-Folsom-St-94107/unit-510/home/12398153,San Francisco MLS,421520348,N,Y,37.7807672,-122.4021418
MLS Listing,,Condo/Co-op,1635 California St #24,San Francisco,CA,94109,899000,2,2.0,San Francisco,915,,2005,63,983,639,Active,,,http://www.redfin.com/CA/San-Francisco/1635-California-St-94109/unit-24/home/12277015,San Francisco MLS,511753,N,Y,37.7901833,-122.4213456
MLS Listing,,Condo/Co-op,1370 Hayes St #1372,San Francisco,CA,94117,1450000,4,2.5,San Francisco,1706,,1900,178,850,286,Active,,,http://www.redfin.com/CA/San-Francisco/1370-Hayes-St-94117/unit-1372/home/148065731,San Francisco MLS,506674,N,Y,37.775124,-122.439022
PAST SALE,,Condo/Co-op,1 Buena Vista Ave E Unit 1A,San Francisco,CA,94117,618000,,1.0,,,2495,1950,,,,Off Market,,,http://www.redfin.com/CA/San-Francisco/143-Valmar-Ter-94112/home/1026409,Coming Soon,,N,Y,37.7252771,-122.4245985
MLS Listing,,Multi-Family (2-4 Unit),558 - 560 17th Ave,San Francisco,CA,94121,1880000,5,1.0,San Francisco,1990,2996,1916,1,945,,Active,,,http://www.redfin.com/CA/San-Francisco/558-17th-Ave-94121/home/1435902,San Francisco MLS,421530407,N,Y,37.7774643,-122.4756189
MLS Listing,,Condo/Co-op,400 Beale St #1904,San Francisco,CA,94105,898000,1,1.0,San Francisco,832,27581,2001,1,1079,895,Active,,,http://www.redfin.com/CA/San-Francisco/400-Beale-St-94105/unit-1904/home/12399585,San Francisco MLS,421529746,N,Y,37.7869049,-122.3909202
MLS Listing,,Condo/Co-op,250 King St #780,San Francisco,CA,94107,1135000,2,2.0,San Francisco,1142,,2004,1,994,899,Active,,,http://www.redfin.com/CA/San-Francisco/250-King-St-94107/unit-780/home/22889374,San Francisco MLS,506836,N,Y,37.7776422,-122.3934181
MLS Listing,,Single Family Residential,785 Colby St,San Francisco,CA,94134,1198000,3,2.0,San Francisco,1323,1750,1955,1,906,,Active,,,http://www.redfin.com/CA/San-Francisco/785-Colby-St-94134/home/897801,San Francisco MLS,421527370,N,Y,37.7207371,-122.4104242
MLS Listing,,Condo/Co-op,200 Brannan St #243,San Francisco,CA,94107,1495000,2,2.0,San Francisco,1522,72899,2004,1,982,884,Active,,,http://www.redfin.com/CA/San-Francisco/200-Brannan-St-94107/unit-243/home/1303843,San Francisco MLS,421528831,N,Y,37.7836002,-122.3907074
MLS Listing,,Condo/Co-op,1360 Montgomery St #11,SAN FRANCISCO,CA,94133,5995000,2,2.0,SAN FRANCISCO,1538,,1936,1,3898,1172,Active,,,http://www.redfin.com/CA/San-Francisco/1360-Montgomery-St-94133/unit-11/home/1466173,MLSListings,ML81834969,N,Y,37.8017977,-122.4043238
MLS Listing,,Single Family Residential,2054 31st Ave,San Francisco,CA,94116,1398000,3,1.5,San Francisco,1826,2996,1946,1,766,,Active,,,http://www.redfin.com/CA/San-Francisco/2054-31st-Ave-94116/home/651390,San Francisco MLS,421529642,N,Y,37.7489182,-122.4887037
MLS Listing,,Condo/Co-op,75 Folsom St #800,San Francisco,CA,94105,969000,1,1.0,San Francisco,1019,,1991,1,951,1193,Active,,,http://www.redfin.com/CA/San-Francisco/75-Folsom-St-94105/unit-800/home/723457,San Francisco MLS,421530220,N,Y,37.7898032,-122.3897573
MLS Listing,,Condo/Co-op,1817 California St #204,San Francisco,CA,94109,825000,2,1.5,San Francisco,716,,1960,1,1152,518,Active,,,http://www.redfin.com/CA/San-Francisco/1817-California-St-94109/unit-204/home/1659204,San Francisco MLS,421530186,N,Y,37.78956,-122.4245359
MLS Listing,,Multi-Family (2-4 Unit),338 - 340 Divisadero St,San Francisco,CA,94117,2395000,4,,San Francisco,4085,2687,1900,1,586,,Active,,,http://www.redfin.com/CA/San-Francisco/338-Divisadero-St-94117/home/174755418,San Francisco MLS,421530234,N,Y,37.7727795,-122.4370186
MLS Listing,,Single Family Residential,210 Yerba Buena Ave,San Francisco,CA,94127,1377000,2,2.0,San Francisco,1550,3972,,1,888,,Active,,,http://www.redfin.com/CA/San-Francisco/210-Yerba-Buena-Ave-94127/home/1889924,San Francisco MLS,421526947,N,Y,37.7349208,-122.4604573
MLS Listing,,Condo/Co-op,426 Fillmore St Unit B,SAN FRANCISCO,CA,94117,1395000,2,2.0,SAN FRANCISCO,1200,2500,1988,1,1163,252,Active,,,http://www.redfin.com/CA/San-Francisco/426-Fillmore-St-94117/unit-B/home/1699884,MLSListings,ML81834952,N,Y,37.7734754,-122.4304756
MLS Listing,,Condo/Co-op,935 Filbert St #3,San Francisco,CA,94133,965000,1,1.0,San Francisco,1012,3781,1979,1,954,232,Active,,,http://www.redfin.com/CA/San-Francisco/935-Filbert-St-94133/unit-3/home/539869,San Francisco MLS,421529873,N,Y,37.8004739,-122.414908
MLS Listing,,Single Family Residential,421 Urbano Dr,San Francisco,CA,94127,1928000,4,2.5,San Francisco,2434,5144,1951,1,792,,Active,,,http://www.redfin.com/CA/San-Francisco/421-Urbano-Dr-94127/home/1105181,San Francisco MLS,421529493,N,Y,37.7243906,-122.4697447
MLS Listing,,Multi-Family (2-4 Unit),957 - 959 Church St,San Francisco,CA,94114,2595000,4,3.0,San Francisco,3595,2517,1940,1,722,,Active,,,http://www.redfin.com/CA/San-Francisco/957-Church-St-94114/home/1502176,San Francisco MLS,421529874,N,Y,37.7556185,-122.4275148
MLS Listing,,Condo/Co-op,845 Montgomery St Unit G,San Francisco,CA,94133,1395000,2,2.0,San Francisco,1026,6870,1911,1,1360,1171,Active,,,http://www.redfin.com/CA/San-Francisco/845-Montgomery-St-94133/unit-G/home/23455094,San Francisco MLS,421529877,N,Y,37.7969379,-122.4038359
MLS Listing,,Condo/Co-op,1114 Church St,San Francisco,CA,94114,839000,2,1.0,San Francisco,980,2622,1908,1,856,200,Active,,,http://www.redfin.com/CA/San-Francisco/1114-Church-St-94114/home/174754738,San Francisco MLS,421527995,N,Y,37.7530675,-122.4277555
MLS Listing,,Condo/Co-op,1435 South Van Ness Ave,San Francisco,CA,94110,1085000,2,1.0,San Francisco,1265,2884,1908,1,858,500,Active,,,http://www.redfin.com/CA/San-Francisco/1435-S-Van-Ness-Ave-94110/home/40138470,San Francisco MLS,421529885,N,Y,37.7502296,-122.4158985
MLS Listing,,Condo/Co-op,1160 Mission St #1005,San Francisco,CA,94103,308053,1,1.0,San Francisco,662,43557,2008,1,465,739,Active,,,http://www.redfin.com/CA/San-Francisco/1160-Mission-St-94103/unit-1005/home/17304454,San Francisco MLS,421530134,N,Y,37.7787037,-122.4126341
MLS Listing,,Condo/Co-op,301 Mission St Unit 48F,San Francisco,CA,94105,2495000,2,2.0,San Francisco,1605,50667,2009,1,1555,2644,Active,,,http://www.redfin.com/CA/San-Francisco/301-Mission-St-94105/unit-48F/home/40138862,San Francisco MLS,421528645,N,Y,37.7903824,-122.3961531
MLS Listing,,Multi-Family (2-4 Unit),377 - 379 Capp St,San Francisco,CA,94110,3749000,7,3.0,San Francisco,4557,3675,1911,1,823,,Active,,,http://www.redfin.com/CA/San-Francisco/377-Capp-St-94110/home/714157,San Francisco MLS,421529501,N,Y,37.7606952,-122.4178392
MLS Listing,,Condo/Co-op,3760 21st St,San Francisco,CA,94114,1249000,2,2.0,San Francisco,,2850,1907,1,,400,Active,,,http://www.redfin.com/CA/San-Francisco/3760-21st-St-94114/home/58811832,San Francisco MLS,421529343,N,Y,37.7564371,-122.4314765
MLS Listing,,Multi-Family (2-4 Unit),4008 - 4012 24th St,San Francisco,CA,94114,2699000,2,,San Francisco,2820,1210,1924,1,957,,Active,,,http://www.redfin.com/CA/San-Francisco/4008-24th-St-94114/home/973914,San Francisco MLS,421529011,N,Y,37.7515256,-122.4322644
MLS Listing,,Single Family Residential,986 Ingerson Ave,San Francisco,CA,94124,986000,4,2.0,San Francisco,1735,2495,1928,1,568,,Active,,,http://www.redfin.com/CA/San-Francisco/986-Ingerson-Ave-94124/home/1113536,San Francisco MLS,421528997,N,Y,37.71915,-122.392555
MLS Listing,,Condo/Co-op,338 Main St Ph 36B,San Francisco,CA,94105,9150000,3,3.5,San Francisco,3800,,2016,1,2408,2450,Active,,,http://www.redfin.com/CA/San-Francisco/338-Main-St-94105/unit-36B/home/110052551,San Francisco MLS,421530085,N,Y,37.7886733,-122.3914178
MLS Listing,,Multi-Family (2-4 Unit),4500 Mission St,San Francisco,CA,94112,5561854,19,6.5,San Francisco,11146,4996,1928,1,499,,Active,,,http://www.redfin.com/CA/San-Francisco/4500-Mission-St-94112/home/84246149,San Francisco MLS,421529466,N,Y,37.725775,-122.434341
MLS Listing,,Multi-Family (2-4 Unit),201 - 203 Virginia Ave,San Francisco,CA,94110,1895000,6,3.0,San Francisco,3055,1846,1900,1,620,,Active,,,http://www.redfin.com/CA/San-Francisco/201-Virginia-Ave-94110/home/757376,San Francisco MLS,421523748,N,Y,37.7424206,-122.4192124
MLS Listing,,Condo/Co-op,201 Harrison St #526,San Francisco,CA,94105,895000,1,1.0,San Francisco,795,38449,1991,1,1126,720,Active,,,http://www.redfin.com/CA/San-Francisco/201-Harrison-St-94105/unit-526/home/1774460,San Francisco MLS,421528806,N,Y,37.7875875,-122.3904715
MLS Listing,,Condo/Co-op,1000 North Point St #1407,San Francisco,CA,94109,1650000,2,1.0,San Francisco,,26400,,1,,1551,Active,,,http://www.redfin.com/CA/San-Francisco/1000-N-Point-St-94109/unit-1407/home/12395398,San Francisco MLS,421529004,N,Y,37.8055099,-122.4241573
MLS Listing,,Condo/Co-op,1490 Ocean Ave #201,San Francisco,CA,94112,1350000,3,2.0,San Francisco,1282,9941,2017,1,1053,863,Active,,,http://www.redfin.com/CA/San-Francisco/1490-Ocean-Ave-94112/unit-201/home/113746701,San Francisco MLS,421528257,N,Y,37.7245784,-122.4578258
MLS Listing,,Condo/Co-op,77 Dow Pl #710,San Francisco,CA,94107,898000,1,1.5,San Francisco,1164,18962,2002,1,771,868,Active,,,http://www.redfin.com/CA/San-Francisco/77-Dow-Pl-94107/unit-710/home/1398599,San Francisco MLS,421522942,N,Y,37.7841561,-122.3966189
MLS Listing,,Condo/Co-op,2444 Clay St,San Francisco,CA,94115,2999000,4,2.5,San Francisco,2600,,1900,1,1153,344,Active,,,http://www.redfin.com/CA/San-Francisco/2444-Clay-St-94115/home/567665,San Francisco MLS,512229,N,Y,37.791091,-122.433361
MLS Listing,,Multi-Family (5+ Unit),436 - 438 Tehama St,San Francisco,CA,94103,2500000,4,2.0,San Francisco,3600,1875,1907,1,694,,Active,,,http://www.redfin.com/CA/San-Francisco/436-Tehama-St-94103/home/1558230,San Francisco MLS,421530075,N,Y,37.780502,-122.4054095
MLS Listing,,Condo/Co-op,1 Crescent Way #1104,SAN FRANCISCO,CA,94134,599000,1,1.0,SAN FRANCISCO,814,,2001,1,736,497,Active,,,http://www.redfin.com/CA/San-Francisco/1-Crescent-Way-94134/unit-1104/home/873959,MLSListings,ML81834869,N,Y,37.7108396,-122.3901806
MLS Listing,,Condo/Co-op,181 Fremont Unit 62B,San Francisco,CA,94105,6880000,3,3.5,San Francisco,2263,,2018,1,3040,3051,Active,,,http://www.redfin.com/CA/San-Francisco/181-Fremont-St-94105/unit-62B/home/167299465,San Francisco MLS,421529878,N,Y,37.7898082,-122.3953565
MLS Listing,,Condo/Co-op,1380 Church St,San Francisco,CA,94114,1795000,4,2.0,San Francisco,2287,,,1,785,,Active,,,http://www.redfin.com/CA/San-Francisco/1380-Church-St-94114/home/174720810,San Francisco MLS,421524288,N,Y,37.7487816,-122.4273933
MLS Listing,,Single Family Residential,827 33rd Ave,San Francisco,CA,94121,1375000,2,1.5,San Francisco,1567,3840,1922,1,877,,Active,,,http://www.redfin.com/CA/San-Francisco/827-33rd-Ave-94121/home/622191,San Francisco MLS,421529079,N,Y,37.7733663,-122.49311
MLS Listing,,Multi-Family (2-4 Unit),1239 - 1241 19th Ave,San Francisco,CA,94122,1850000,6,4.0,San Francisco,2717,2250,1908,1,681,,Active,,,http://www.redfin.com/CA/San-Francisco/1239-19th-Ave-94122/home/2010561,San Francisco MLS,421529179,N,Y,37.7646556,-122.4775555
MLS Listing,,Single Family Residential,325 Wayland St,San Francisco,CA,94134,1799000,5,4.0,San Francisco,3765,3750,2004,1,478,,Active,,,http://www.redfin.com/CA/San-Francisco/325-Wayland-St-94134/home/12396654,San Francisco MLS,421529822,N,Y,37.7256371,-122.4054793
MLS Listing,,Single Family Residential,1548 Noe St,San Francisco,CA,94131,2349000,4,3.5,San Francisco,,1590,1910,1,,,Active,,,http://www.redfin.com/CA/San-Francisco/1548-Noe-St-94131/home/1114782,San Francisco MLS,421526511,N,Y,37.7443451,-122.4314188
MLS Listing,,Condo/Co-op,300 3rd St #1416,SAN FRANCISCO,CA,94107,1088000,1,1.5,SAN FRANCISCO,837,,1990,1,1300,695,Active,,,http://www.redfin.com/CA/San-Francisco/300-3rd-St-94107/unit-1416/home/1024726,MLSListings,ML81834835,N,Y,37.7831802,-122.3990823
MLS Listing,,Single Family Residential,2501 Lincoln Way,San Francisco,CA,94122,1599000,4,2.0,San Francisco,2250,2696,1924,1,711,,Active,,,http://www.redfin.com/CA/San-Francisco/2501-Lincoln-Way-94122/home/1493106,San Francisco MLS,421529038,N,Y,37.7649417,-122.4850448
MLS Listing,,Single Family Residential,1019 Church St,San Francisco,CA,94114,3195000,4,2.5,San Francisco,3170,3249,1935,1,1008,,Active,,,http://www.redfin.com/CA/San-Francisco/1019-Church-St-94114/home/1502219,San Francisco MLS,421528694,N,Y,37.7545929,-122.4275027
MLS Listing,,Condo/Co-op,1374 Union St,San Francisco,CA,94109,3450000,3,3.5,San Francisco,3105,,1907,1,1111,650,Active,,,http://www.redfin.com/CA/San-Francisco/1374-Union-St-94109/home/62172295,San Francisco MLS,510327,N,Y,37.799042,-122.4217955
MLS Listing,,Multi-Family (2-4 Unit),1625 Palou Ave,San Francisco,CA,94124,1299900,,,San Francisco,2234,2500,1925,1,582,,Active,,,http://www.redfin.com/CA/San-Francisco/1625-Palou-Ave-94124/home/1301370,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40941929,N,Y,37.7342029,-122.3916514
MLS Listing,,Condo/Co-op,765 Market St Unit 22C,San Francisco,CA,94103,1175000,1,1.0,Soma,792,,2001,1,1484,2148,Active,,,http://www.redfin.com/CA/San-Francisco/765-Market-St-94103/unit-22C/home/1482232,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40940411,N,Y,37.786097,-122.4041629
MLS Listing,,Condo/Co-op,201 Folsom St Unit 18B,San Francisco,CA,94105,1695000,2,2.0,San Francisco,1189,75406,2016,1,1426,1214,Active,,,http://www.redfin.com/CA/San-Francisco/201-Folsom-St-94105/unit-18B/home/143319908,San Francisco MLS,421520956,N,Y,37.7887059,-122.3922385
MLS Listing,,Single Family Residential,56 Bitting Ave,San Francisco,CA,94124,1095000,5,3.5,San Francisco,2054,1500,1999,1,533,21,Active,,,http://www.redfin.com/CA/San-Francisco/56-Bitting-Ave-94124/home/1140644,San Francisco MLS,421529862,N,Y,37.7270508,-122.3983761
MLS Listing,,Single Family Residential,11 Clarendon Ave,San Francisco,CA,94114,4100000,4,3.5,San Francisco,3920,3974,1996,1,1046,,Active,,,http://www.redfin.com/CA/San-Francisco/11-Clarendon-Ave-94114/home/1280593,San Francisco MLS,421529373,N,Y,37.7587273,-122.4495454
MLS Listing,,Condo/Co-op,1934 Grove St,San Francisco,CA,94117,2295000,3,2.0,San Francisco,2136,3763,1923,1,1074,425,Active,,,http://www.redfin.com/CA/San-Francisco/1934-Grove-St-94117/home/40486564,San Francisco MLS,421528608,N,Y,37.7747369,-122.4485929
MLS Listing,,Condo/Co-op,1046 Sanchez St,San Francisco,CA,94114,1795000,3,1.0,San Francisco,1443,2650,1900,1,1244,400,Active,,,http://www.redfin.com/CA/San-Francisco/1046-Sanchez-St-94114/home/1526557,BAREIS,421526083,N,Y,37.752464,-122.430056
MLS Listing,,Condo/Co-op,236 Shipley St #303,San Francisco,CA,94107,649000,1,1.0,San Francisco,543,5444,2016,1,1195,575,Active,,,http://www.redfin.com/CA/San-Francisco/236-Shipley-94107/unit-303/home/107584465,San Francisco MLS,421524540,N,Y,37.7792278,-122.4038574
MLS Listing,,Condo/Co-op,2507 - A Polk St,San Francisco,CA,94109,1095000,2,2.0,San Francisco,1335,3281,1900,1,820,400,Active,,,http://www.redfin.com/CA/San-Francisco/2507a-Polk-St-94109/home/148067397,San Francisco MLS,421529224,N,Y,37.7999092,-122.4227212
MLS Listing,,Multi-Family (2-4 Unit),1520 Kirkwood,San Francisco,CA,94124,1119900,,,San Francisco,2863,2495,1950,1,391,,Active,,,http://www.redfin.com/CA/San-Francisco/1520-Kirkwood-Ave-94124/home/2024946,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40941911,N,Y,37.7375269,-122.3883862
MLS Listing,,Condo/Co-op,139 Stillman St #4,San Francisco,CA,94107,715000,1,1.0,San Francisco,715,2915,2005,1,1000,516,Active,,,http://www.redfin.com/CA/San-Francisco/139-Stillman-St-94107/unit-4/home/11743120,San Francisco MLS,421529306,N,Y,37.7809111,-122.3971627
MLS Listing,,Single Family Residential,63 Niagara Ave,SAN FRANCISCO,CA,94112,850000,2,1.0,SAN FRANCISCO,1000,2722,1919,1,850,,Active,,,http://www.redfin.com/CA/San-Francisco/63-Niagara-Ave-94112/home/958278,MLSListings,ML81834784,N,Y,37.7164733,-122.4430745
MLS Listing,,Condo/Co-op,2448 Lombard St Unit 3B,San Francisco,CA,94123,2988000,3,3.0,San Francisco,2073,2073,2020,1,1441,869,Active,,,http://www.redfin.com/CA/San-Francisco/2448-Lombard-St-94123/unit-3B/home/174718565,San Francisco MLS,421529728,N,Y,37.7993413,-122.441967
MLS Listing,,Condo/Co-op,401 Harrison St Unit 41C,San Francisco,CA,94105,4250000,3,3.0,San Francisco,1940,,2014,1,2191,1581,Active,,,http://www.redfin.com/CA/San-Francisco/401-Harrison-St-94105/unit-41C/home/144064325,San Francisco MLS,421526068,N,Y,37.7864989,-122.3921487
MLS Listing,,Condo/Co-op,2194 Pacific Ave #2194,San Francisco,CA,94115,1100000,1,1.0,San Francisco,1095,2581,1950,1,1005,317,Active,,,http://www.redfin.com/CA/San-Francisco/2194-Pacific-Ave-94115/unit-2194/home/1188360,San Francisco MLS,421529019,N,Y,37.7939429,-122.4311982
MLS Listing,,Single Family Residential,25 Anzavista Ave,San Francisco,CA,94115,1795000,4,3.0,San Francisco,,4155,1953,1,,,Active,,,http://www.redfin.com/CA/San-Francisco/25-Anzavista-Ave-94115/home/1070657,San Francisco MLS,421528973,N,Y,37.7795611,-122.4423575
MLS Listing,,Single Family Residential,592 Wildwood Way,San Francisco,CA,94112,1475000,3,2.0,San Francisco,1500,3149,1955,1,983,,Active,,,http://www.redfin.com/CA/San-Francisco/592-Wildwood-Way-94112/home/696935,San Francisco MLS,421528692,N,Y,37.7276156,-122.462125
MLS Listing,,Single Family Residential,2419 27th Ave,SAN FRANCISCO,CA,94116,1300000,2,2.0,SAN FRANCISCO,1276,2160,1931,1,1019,,Active,,,http://www.redfin.com/CA/San-Francisco/2419-27th-Ave-94116/home/661976,MLSListings,ML81834748,N,Y,37.742308,-122.484553
MLS Listing,,Single Family Residential,2519 27th Ave,SAN FRANCISCO,CA,94116,1329000,3,2.0,SAN FRANCISCO,1400,2996,1906,1,949,,Active,,,http://www.redfin.com/CA/San-Francisco/2519-27th-Ave-94116/home/1377175,MLSListings,ML81834738,N,Y,37.7403752,-122.4843365
MLS Listing,,Condo/Co-op,947 Lombard St,San Francisco,CA,94133,1295000,2,1.0,San Francisco,1145,4136,,1,1131,300,Active,,,http://www.redfin.com/CA/San-Francisco/947-Lombard-St-94133/home/1568882,San Francisco MLS,421529696,N,Y,37.801948,-122.417032
MLS Listing,,Condo/Co-op,1630 Waller St,San Francisco,CA,94117,1595000,3,1.5,San Francisco,1315,2495,1904,1,1213,350,Active,,,http://www.redfin.com/CA/San-Francisco/1630-Waller-St-94117/home/148073127,San Francisco MLS,421529190,N,Y,37.7686475,-122.4510906
MLS Listing,,Multi-Family (2-4 Unit),159 - 161 Parnassus Ave,San Francisco,CA,94117,2599000,4,2.0,San Francisco,2850,2374,1922,1,912,,Active,,,http://www.redfin.com/CA/San-Francisco/159-Parnassus-Ave-94117/home/1602727,San Francisco MLS,514434,N,Y,37.7644196,-122.4514837
MLS Listing,,Condo/Co-op,241 Duncan St,San Francisco,CA,94131,1295000,2,1.0,San Francisco,,4332,,1,,350,Active,,,http://www.redfin.com/CA/San-Francisco/241-Duncan-St-94131/home/802646,San Francisco MLS,421528644,N,Y,37.7460799,-122.4257074
MLS Listing,,Single Family Residential,2011 20th Ave,San Francisco,CA,94116,1598000,3,2.0,San Francisco,2250,2408,1936,1,710,,Active,,,http://www.redfin.com/CA/San-Francisco/2011-20th-Ave-94116/home/1541122,San Francisco MLS,421526931,N,Y,37.7501817,-122.4775387
MLS Listing,,Condo/Co-op,65 Cleary Ct #12,San Francisco,CA,94109,1250000,3,2.0,San Francisco,1318,,1962,1,948,1092,Active,,,http://www.redfin.com/CA/San-Francisco/65-Cleary-Ct-94109/unit-12/home/12401224,San Francisco MLS,421529587,N,Y,37.783611,-122.4267148
MLS Listing,,Condo/Co-op,400 Beale St #1202,San Francisco,CA,94105,795000,1,1.0,San Francisco,675,27581,2001,1,1178,853,Active,,,http://www.redfin.com/CA/San-Francisco/400-Beale-St-94105/unit-1202/home/12399769,San Francisco MLS,421528413,N,Y,37.7869049,-122.3909202
MLS Listing,,Condo/Co-op,280 Spear St Unit 1F,San Francisco,CA,94105,1100000,2,1.0,San Francisco,823,47916,,1,1337,1118,Active,,,http://www.redfin.com/CA/San-Francisco/280-Spear-St-94105/unit-1F/home/174716077,San Francisco MLS,421529602,N,Y,37.7903739,-122.3913812
MLS Listing,,Multi-Family (2-4 Unit),2388 Bryant St,San Francisco,CA,94110,1849000,6,3.0,San Francisco,2335,1000,1902,1,792,,Active,,,http://www.redfin.com/CA/San-Francisco/2388-Bryant-St-94110/home/1911814,San Francisco MLS,421529412,N,Y,37.756209,-122.4096864
MLS Listing,,Condo/Co-op,1013 De Haro St,San Francisco,CA,94107,1695000,3,2.0,San Francisco,1625,1568,1997,1,,240,Active,,,http://www.redfin.com/CA/San-Francisco/1013-De-Haro-St-94107/home/848446,MetroList,421529590,N,Y,37.756938,-122.400534
MLS Listing,,Multi-Family (2-4 Unit),1361-1363 Kansas St,SAN FRANCISCO,CA,94107,1600000,8,3.0,SAN FRANCISCO,1842,2500,1909,1,869,,Active,,,http://www.redfin.com/CA/San-Francisco/1361-Kansas-St-94107/home/734598,MLSListings,ML81834657,N,Y,37.7524687,-122.4021033
MLS Listing,,Condo/Co-op,2001 Mcallister St #333,San Francisco,CA,94118,750000,1,1.0,San Francisco,679,98109,2002,1,1105,723,Active,,,http://www.redfin.com/CA/San-Francisco/2001-McAllister-St-94118/unit-333/home/12399450,San Francisco MLS,421529103,N,Y,37.7763812,-122.4456902
MLS Listing,,Multi-Family (2-4 Unit),3850 - 3854 23rd St,San Francisco,CA,94114,3500000,5,2.0,San Francisco,3650,1524,1900,1,959,,Active,,,http://www.redfin.com/CA/San-Francisco/3850-23rd-St-94114/home/174714986,San Francisco MLS,421528974,N,Y,37.7533962,-122.4288565
MLS Listing,,Single Family Residential,329 Chicago Way,SAN FRANCISCO,CA,94112,1200000,2,2.0,SAN FRANCISCO,1241,3431,1924,1,967,,Active,,,http://www.redfin.com/CA/San-Francisco/329-Chicago-Way-94112/home/1527758,MLSListings,ML81834643,N,Y,37.7092843,-122.4329537
MLS Listing,,Single Family Residential,296 Santa Rosa Ave,San Francisco,CA,94112,1098888,4,1.0,San Francisco,1522,2800,1924,1,722,,Active,,,http://www.redfin.com/CA/San-Francisco/296-Santa-Rosa-Ave-94112/home/1986569,San Francisco MLS,421529526,N,Y,37.728979,-122.4397126
MLS Listing,,Condo/Co-op,1310 Fillmore St #707,San Francisco,CA,94115,825000,1,1.0,San Francisco,744,52938,2007,1,1109,758,Active,,,http://www.redfin.com/CA/San-Francisco/1310-Fillmore-St-94115/unit-707/home/17306990,San Francisco MLS,421529500,N,Y,37.7819513,-122.4319769
MLS Listing,,Condo/Co-op,1001 Pine St #1301,San Francisco,CA,94109,699000,1,1.0,San Francisco,650,,1963,1,1075,625,Active,,,http://www.redfin.com/CA/San-Francisco/1001-Pine-St-94109/unit-1301/home/552660,San Francisco MLS,421529095,N,Y,37.7903477,-122.4125675
MLS Listing,,Single Family Residential,43 Carr St,San Francisco,CA,94124,895000,2,1.0,San Francisco,936,4990,1917,1,956,,Active,,,http://www.redfin.com/CA/San-Francisco/43-Carr-St-94124/home/966062,San Francisco MLS,511507,N,Y,37.7218585,-122.3967063
MLS Listing,,Multi-Family (2-4 Unit),4101 23rd St,San Francisco,CA,94114,1595000,4,2.0,San Francisco,1525,1600,1915,1,1046,,Active,,,http://www.redfin.com/CA/San-Francisco/4101-23rd-St-94114/home/924969,San Francisco MLS,421529394,N,Y,37.7527081,-122.4344054
MLS Listing,,Condo/Co-op,1409 Anza St,San Francisco,CA,94118,798000,2,1.0,San Francisco,840,2374,1922,2,950,350,Active,,,http://www.redfin.com/CA/San-Francisco/1409-Anza-St-94118/home/174711000,San Francisco MLS,421527516,N,Y,37.7790331,-122.4635083
MLS Listing,,Single Family Residential,548 Rhode Island St,SAN FRANCISCO,CA,94107,3998000,4,3.5,SAN FRANCISCO,3080,2495,1938,2,1298,,Active,,,http://www.redfin.com/CA/San-Francisco/548-Rhode-Island-St-94107/home/727799,MLSListings,ML81833899,N,Y,37.762827,-122.4026251
MLS Listing,,Condo/Co-op,235 Upper Ter,San Francisco,CA,94117,929000,1,1.0,San Francisco,816,3616,1900,2,1138,323,Active,,,http://www.redfin.com/CA/San-Francisco/235-Upper-Ter-94117/home/1637002,San Francisco MLS,421526912,N,Y,37.7630164,-122.444812
